Timestamp,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Traffic_Condition,Hour,DayOfWeek,Date
2024-03-01 02:35:00,232,31.17867378,92.06030033,Green,Fog,0,High,2,Friday,2024-03-01
2024-03-01 02:40:00,218,54.07900288,52.49588574,Red,Fog,0,High,2,Friday,2024-03-01
2024-03-01 02:45:00,178,45.11380836,40.98205382,Red,Clear,0,Medium,2,Friday,2024-03-01
2024-03-01 02:50:00,184,55.88293041,39.04751331,Yellow,Fog,0,Medium,2,Friday,2024-03-01
2024-03-01 02:55:00,57,78.34660845,10.34383671,Red,Rain,1,High,2,Friday,2024-03-01
2024-03-01 03:00:00,52,72.67421356,82.63390704,Green,Rain,0,High,3,Friday,2024-03-01
2024-03-01 03:05:00,167,25.97242405,73.09278634,Green,Fog,0,Medium,3,Friday,2024-03-01
2024-03-01 03:10:00,197,75.04964466,80.57636223,Green,Rain,0,High,3,Friday,2024-03-01
2024-03-01 03:15:00,120,28.45428068,88.91625854,Red,Rain,1,High,3,Friday,2024-03-01
2024-03-01 03:20:00,100,27.52047327,65.04610037,Red,Fog,0,Medium,3,Friday,2024-03-01
2024-03-01 03:25:00,287,52.86087348,36.13426325,Green,Rain,0,High,3,Friday,2024-03-01
2024-03-01 03:30:00,69,38.21844785,74.93906729,Green,Rain,0,Medium,3,Friday,2024-03-01
2024-03-01 03:35:00,145,41.96284794,39.80280635,Yellow,Rain,0,Medium,3,Friday,2024-03-01
2024-03-01 03:40:00,284,7.029178891,98.42862843,Green,Rain,0,High,3,Friday,2024-03-01
2024-03-01 03:45:00,79,60.28169793,40.18470495,Red,Rain,0,Low,3,Friday,2024-03-01
2024-03-01 03:50:00,11,9.31916075,22.47702106,Green,Fog,0,High,3,Friday,2024-03-01
2024-03-01 03:55:00,271,23.1905525,45.03408147,Green,Fog,1,High,3,Friday,2024-03-01
2024-03-01 04:00:00,225,73.80382208,49.80791603,Red,Rain,0,High,4,Friday,2024-03-01
2024-03-01 04:05:00,280,41.07126665,96.41704434,Red,Clear,0,High,4,Friday,2024-03-01
2024-03-01 04:10:00,46,41.35789622,13.83969231,Yellow,Fog,0,Low,4,Friday,2024-03-01
2024-03-01 04:15:00,73,52.21648822,83.16622838,Yellow,Fog,0,High,4,Friday,2024-03-01
2024-03-01 04:20:00,144,45.60989534,47.91617818,Green,Fog,0,Medium,4,Friday,2024-03-01
2024-03-01 04:25:00,26,57.46718726,13.72800155,Green,Rain,0,Low,4,Friday,2024-03-01
2024-03-01 04:30:00,299,16.81106267,64.80429861,Green,Fog,0,High,4,Friday,2024-03-01
2024-03-01 04:35:00,154,22.81828628,50.71608802,Yellow,Rain,0,Medium,4,Friday,2024-03-01
2024-03-01 04:40:00,151,42.13486623,68.15273983,Yellow,Rain,0,Medium,4,Friday,2024-03-01
2024-03-01 04:45:00,150,43.63290043,13.38176911,Green,Clear,0,Medium,4,Friday,2024-03-01
2024-03-01 04:50:00,224,44.028351,56.79673116,Green,Clear,0,High,4,Friday,2024-03-01
2024-03-01 04:55:00,293,32.26504098,92.77027574,Green,Rain,1,High,4,Friday,2024-03-01
2024-03-01 05:00:00,57,20.33051073,28.89163123,Yellow,Clear,0,Medium,5,Friday,2024-03-01
2024-03-01 05:05:00,286,51.55835983,99.64162215,Green,Rain,0,High,5,Friday,2024-03-01
2024-03-01 05:10:00,73,5.235374418,93.5553118,Green,Fog,0,High,5,Friday,2024-03-01
2024-03-01 05:15:00,14,18.70803741,42.96812518,Yellow,Rain,1,High,5,Friday,2024-03-01
2024-03-01 05:20:00,265,24.33924682,83.91090396,Yellow,Rain,0,High,5,Friday,2024-03-01
2024-03-01 05:25:00,56,65.82208948,80.97585858,Green,Clear,0,High,5,Friday,2024-03-01
2024-03-01 05:30:00,144,40.82501542,46.33998563,Green,Fog,0,Medium,5,Friday,2024-03-01
2024-03-01 05:35:00,115,16.83969244,93.73114037,Green,Rain,0,High,5,Friday,2024-03-01
2024-03-01 05:40:00,11,44.26966121,62.25886105,Green,Fog,0,Medium,5,Friday,2024-03-01
2024-03-01 05:45:00,234,43.86167334,98.61402783,Red,Fog,0,High,5,Friday,2024-03-01
2024-03-01 05:50:00,246,12.33348052,92.51458667,Red,Fog,0,High,5,Friday,2024-03-01
2024-03-01 05:55:00,13,8.567387829,77.26564971,Red,Fog,0,High,5,Friday,2024-03-01
2024-03-01 06:00:00,176,60.36147621,31.24659591,Green,Clear,0,Medium,6,Friday,2024-03-01
2024-03-01 06:05:00,176,76.10080852,95.37055179,Green,Rain,0,High,6,Friday,2024-03-01
2024-03-01 06:10:00,95,18.24923856,20.99649808,Yellow,Clear,0,High,6,Friday,2024-03-01
2024-03-01 06:15:00,54,77.87924935,26.05223821,Red,Rain,0,Low,6,Friday,2024-03-01
2024-03-01 06:20:00,200,37.78574148,78.31278089,Red,Rain,0,Medium,6,Friday,2024-03-01
2024-03-01 06:25:00,236,66.90866595,15.46030221,Red,Rain,0,High,6,Friday,2024-03-01
2024-03-01 06:30:00,147,11.62367697,93.09049154,Yellow,Clear,0,High,6,Friday,2024-03-01
2024-03-01 06:35:00,155,21.14366184,97.51509232,Yellow,Fog,0,High,6,Friday,2024-03-01
2024-03-01 06:40:00,81,68.87961409,44.0758705,Red,Clear,1,High,6,Friday,2024-03-01
2024-03-01 06:45:00,255,24.74964405,66.7916661,Green,Fog,0,High,6,Friday,2024-03-01
2024-03-01 06:50:00,56,47.60108465,90.00809424,Red,Fog,0,High,6,Friday,2024-03-01
2024-03-01 06:55:00,99,42.31579683,69.41972209,Green,Fog,0,Medium,6,Friday,2024-03-01
2024-03-01 07:00:00,204,72.28233219,13.80350394,Green,Fog,0,High,7,Friday,2024-03-01
2024-03-01 07:05:00,276,44.72670946,75.09179863,Yellow,Rain,0,High,7,Friday,2024-03-01
2024-03-01 07:10:00,12,33.48544462,92.08795276,Green,Rain,0,High,7,Friday,2024-03-01
2024-03-01 07:15:00,258,46.10589017,46.18420075,Green,Fog,0,High,7,Friday,2024-03-01
2024-03-01 07:20:00,50,76.49639097,51.08679435,Yellow,Rain,1,High,7,Friday,2024-03-01
2024-03-01 07:25:00,243,18.77766727,36.33253144,Red,Clear,0,High,7,Friday,2024-03-01
2024-03-01 07:30:00,146,7.564113952,20.9994409,Yellow,Rain,1,High,7,Friday,2024-03-01
2024-03-01 07:35:00,238,18.50726471,11.6046771,Yellow,Fog,0,High,7,Friday,2024-03-01
2024-03-01 07:40:00,182,12.36422889,23.06227865,Green,Rain,0,High,7,Friday,2024-03-01
2024-03-01 07:45:00,89,10.77537043,36.4781111,Yellow,Rain,0,High,7,Friday,2024-03-01
2024-03-01 07:50:00,113,28.51499565,71.21328123,Red,Rain,1,High,7,Friday,2024-03-01
2024-03-01 07:55:00,225,6.80184218,83.08514438,Red,Fog,0,High,7,Friday,2024-03-01
2024-03-01 08:00:00,69,32.70315419,22.79518359,Yellow,Fog,0,Medium,8,Friday,2024-03-01
2024-03-01 08:05:00,258,19.91420658,56.73383145,Yellow,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:10:00,163,15.45373857,78.79140305,Red,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:15:00,32,39.4804827,94.70184104,Red,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:20:00,248,39.37149027,16.44037796,Green,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:25:00,187,53.52341624,91.56789854,Yellow,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:30:00,230,56.56450767,36.35492681,Red,Fog,0,High,8,Friday,2024-03-01
2024-03-01 08:35:00,254,14.56295835,71.88242576,Yellow,Fog,0,High,8,Friday,2024-03-01
2024-03-01 08:40:00,176,43.39658174,78.619737,Red,Rain,0,Medium,8,Friday,2024-03-01
2024-03-01 08:45:00,167,47.28470136,90.51235322,Yellow,Clear,0,High,8,Friday,2024-03-01
2024-03-01 08:50:00,267,29.51328633,49.86942103,Yellow,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:55:00,206,18.85661947,75.24380759,Green,Fog,1,High,8,Friday,2024-03-01
2024-03-01 09:00:00,43,8.354836492,80.95868465,Yellow,Fog,0,High,9,Friday,2024-03-01
2024-03-01 09:05:00,202,12.85779383,71.25413962,Red,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:10:00,66,79.02215441,35.22987208,Green,Rain,0,Low,9,Friday,2024-03-01
2024-03-01 09:15:00,166,48.64734003,44.7420549,Green,Fog,0,Medium,9,Friday,2024-03-01
2024-03-01 09:20:00,253,6.997656427,51.36569732,Green,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:25:00,274,29.9061908,90.26598985,Red,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:30:00,44,44.51791609,86.32980534,Yellow,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:35:00,55,36.05004149,22.95300327,Red,Rain,0,Medium,9,Friday,2024-03-01
2024-03-01 09:40:00,257,71.51826609,28.94124388,Yellow,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:45:00,22,45.31782146,73.24397387,Red,Rain,1,High,9,Friday,2024-03-01
2024-03-01 09:50:00,293,45.45171079,65.24850329,Green,Fog,0,High,9,Friday,2024-03-01
2024-03-01 09:55:00,15,67.31115968,13.2038493,Green,Rain,0,Low,9,Friday,2024-03-01
2024-03-01 10:00:00,278,28.51802843,28.71867658,Green,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:05:00,75,31.67768583,92.50525311,Yellow,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:10:00,292,59.45207758,51.56113099,Green,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:15:00,215,39.24161423,29.91903065,Red,Clear,0,High,10,Friday,2024-03-01
2024-03-01 10:20:00,253,59.74660146,90.53674246,Yellow,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:25:00,33,35.19627397,34.06793593,Green,Fog,0,Medium,10,Friday,2024-03-01
2024-03-01 10:30:00,297,78.01290239,83.2624144,Yellow,Clear,0,High,10,Friday,2024-03-01
2024-03-01 10:35:00,63,60.27096,54.37350861,Red,Clear,0,Medium,10,Friday,2024-03-01
2024-03-01 10:40:00,270,77.95779564,58.62122881,Green,Clear,0,High,10,Friday,2024-03-01
2024-03-01 10:45:00,95,10.43845427,64.70547307,Green,Rain,0,High,10,Friday,2024-03-01
2024-03-01 10:50:00,67,7.826150732,46.3892116,Yellow,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:55:00,141,33.17366067,93.78414583,Green,Rain,0,High,10,Friday,2024-03-01
2024-03-01 11:00:00,50,8.577491031,22.39656928,Red,Rain,0,High,11,Friday,2024-03-01
2024-03-01 11:05:00,157,45.98121971,19.4347592,Red,Fog,0,Medium,11,Friday,2024-03-01
2024-03-01 11:10:00,264,50.58827064,80.20344601,Green,Fog,0,High,11,Friday,2024-03-01
2024-03-01 11:15:00,34,71.80748884,98.92023464,Yellow,Rain,0,High,11,Friday,2024-03-01
2024-03-01 11:20:00,17,62.89977286,91.61402482,Red,Clear,0,High,11,Friday,2024-03-01
2024-03-01 11:25:00,182,6.367202104,75.29948693,Green,Fog,0,High,11,Friday,2024-03-01
2024-03-01 11:30:00,95,63.46348013,86.91552717,Red,Clear,0,High,11,Friday,2024-03-01
2024-03-01 11:35:00,83,22.08210809,61.51271148,Yellow,Clear,0,Medium,11,Friday,2024-03-01
2024-03-01 11:40:00,118,26.41595955,87.91615527,Yellow,Clear,0,High,11,Friday,2024-03-01
2024-03-01 11:45:00,144,20.95659227,22.1402034,Yellow,Rain,0,Medium,11,Friday,2024-03-01
2024-03-01 11:50:00,246,23.07643739,39.83262509,Green,Rain,0,High,11,Friday,2024-03-01
2024-03-01 11:55:00,242,61.86963711,82.37527921,Yellow,Rain,0,High,11,Friday,2024-03-01
2024-03-01 12:00:00,222,70.61329035,67.36210966,Yellow,Fog,0,High,12,Friday,2024-03-01
2024-03-01 12:05:00,26,66.98761414,19.53917272,Yellow,Rain,0,Low,12,Friday,2024-03-01
2024-03-01 12:10:00,162,51.2330497,25.63114296,Green,Fog,0,Medium,12,Friday,2024-03-01
2024-03-01 12:15:00,136,66.50782863,78.97600244,Yellow,Clear,0,Medium,12,Friday,2024-03-01
2024-03-01 12:20:00,178,60.42403393,84.94558999,Yellow,Rain,0,High,12,Friday,2024-03-01
2024-03-01 12:25:00,235,51.23787256,51.44183771,Red,Fog,0,High,12,Friday,2024-03-01
2024-03-01 12:30:00,82,8.391078761,95.64158687,Green,Fog,0,High,12,Friday,2024-03-01
2024-03-01 12:35:00,148,32.88128577,25.80513456,Green,Clear,0,Medium,12,Friday,2024-03-01
2024-03-01 12:40:00,94,45.35570639,22.0163407,Green,Rain,0,Low,12,Friday,2024-03-01
2024-03-01 12:45:00,31,46.90658566,15.85477966,Yellow,Rain,0,Low,12,Friday,2024-03-01
2024-03-01 12:50:00,57,70.16668369,67.02550793,Yellow,Fog,0,Medium,12,Friday,2024-03-01
2024-03-01 12:55:00,10,22.39622337,28.15856897,Red,Rain,0,Medium,12,Friday,2024-03-01
2024-03-01 13:00:00,117,13.86042611,56.2212528,Red,Rain,0,High,13,Friday,2024-03-01
2024-03-01 13:05:00,35,65.84564854,23.24187876,Green,Rain,0,Low,13,Friday,2024-03-01
2024-03-01 13:10:00,204,21.92000932,97.46139107,Red,Clear,0,High,13,Friday,2024-03-01
2024-03-01 13:15:00,77,61.48314557,32.24783303,Red,Clear,0,Low,13,Friday,2024-03-01
2024-03-01 13:20:00,92,41.95808694,55.15870683,Yellow,Clear,0,Medium,13,Friday,2024-03-01
2024-03-01 13:25:00,184,79.70651391,80.27996194,Green,Fog,0,High,13,Friday,2024-03-01
2024-03-01 13:30:00,85,57.65629299,85.31252672,Green,Fog,0,High,13,Friday,2024-03-01
2024-03-01 13:35:00,108,36.61516026,12.84667332,Green,Rain,0,Medium,13,Friday,2024-03-01
2024-03-01 13:40:00,205,47.23930642,55.97211962,Green,Fog,0,High,13,Friday,2024-03-01
2024-03-01 13:45:00,142,20.09810784,87.88753573,Red,Fog,0,High,13,Friday,2024-03-01
2024-03-01 13:50:00,41,40.17684503,60.16763326,Yellow,Fog,1,High,13,Friday,2024-03-01
2024-03-01 13:55:00,232,63.62026529,12.97631722,Red,Fog,0,High,13,Friday,2024-03-01
2024-03-01 14:00:00,91,64.04893291,45.86504275,Green,Fog,0,Low,14,Friday,2024-03-01
2024-03-01 14:05:00,244,26.81641913,78.86584239,Yellow,Fog,0,High,14,Friday,2024-03-01
2024-03-01 14:10:00,80,53.01306142,14.95797028,Red,Rain,0,Low,14,Friday,2024-03-01
2024-03-01 14:15:00,195,68.06853826,75.0770923,Yellow,Fog,0,Medium,14,Friday,2024-03-01
2024-03-01 14:20:00,66,21.97006631,50.43863684,Green,Fog,0,Medium,14,Friday,2024-03-01
2024-03-01 14:25:00,228,32.61876308,32.50386148,Green,Clear,0,High,14,Friday,2024-03-01
2024-03-01 14:30:00,159,6.363447654,53.80978306,Red,Fog,0,High,14,Friday,2024-03-01
2024-03-01 14:35:00,136,16.83825651,61.39612429,Yellow,Clear,0,High,14,Friday,2024-03-01
2024-03-01 14:40:00,53,53.59934561,74.1303998,Yellow,Rain,0,Medium,14,Friday,2024-03-01
2024-03-01 14:45:00,104,20.39732547,75.48181031,Green,Rain,0,Medium,14,Friday,2024-03-01
2024-03-01 14:50:00,34,32.58320838,15.94824526,Yellow,Clear,0,Medium,14,Friday,2024-03-01
2024-03-01 14:55:00,194,21.56827502,83.30526861,Yellow,Clear,0,High,14,Friday,2024-03-01
2024-03-01 15:00:00,142,78.89325129,49.33975347,Green,Rain,1,High,15,Friday,2024-03-01
2024-03-01 15:05:00,95,65.26774176,52.25810507,Red,Rain,0,Medium,15,Friday,2024-03-01
2024-03-01 15:10:00,294,31.49888109,14.45375112,Red,Fog,0,High,15,Friday,2024-03-01
2024-03-01 15:15:00,215,55.06306173,29.79492562,Green,Fog,0,High,15,Friday,2024-03-01
2024-03-01 15:20:00,13,77.59872,33.8529858,Yellow,Clear,0,Low,15,Friday,2024-03-01
2024-03-01 15:25:00,118,76.56901187,31.02173611,Green,Rain,0,Medium,15,Friday,2024-03-01
2024-03-01 15:30:00,110,20.65164933,58.64893772,Green,Clear,0,Medium,15,Friday,2024-03-01
2024-03-01 15:35:00,12,64.92015491,69.54134577,Red,Fog,0,Medium,15,Friday,2024-03-01
2024-03-01 15:40:00,63,24.84971644,83.05890085,Red,Fog,0,High,15,Friday,2024-03-01
2024-03-01 15:45:00,199,60.54843007,97.36557519,Green,Rain,0,High,15,Friday,2024-03-01
2024-03-01 15:50:00,37,47.74685896,22.95701962,Yellow,Rain,0,Low,15,Friday,2024-03-01
2024-03-01 15:55:00,104,28.13576728,45.91061291,Green,Rain,0,Medium,15,Friday,2024-03-01
2024-03-01 16:00:00,116,7.478284875,71.24333239,Green,Clear,0,High,16,Friday,2024-03-01
2024-03-01 16:05:00,249,30.59631934,20.56855419,Yellow,Rain,0,High,16,Friday,2024-03-01
2024-03-01 16:10:00,269,31.83355521,36.33724791,Green,Fog,0,High,16,Friday,2024-03-01
2024-03-01 16:15:00,250,77.13550007,99.01713105,Green,Fog,0,High,16,Friday,2024-03-01
2024-03-01 16:20:00,15,61.36530197,72.05701124,Green,Clear,0,Medium,16,Friday,2024-03-01
2024-03-01 16:25:00,192,73.93974325,12.63388277,Yellow,Fog,0,Medium,16,Friday,2024-03-01
2024-03-01 16:30:00,50,20.47519747,16.11175209,Yellow,Fog,0,Medium,16,Friday,2024-03-01
2024-03-01 16:35:00,124,58.79297411,65.30816588,Yellow,Fog,1,High,16,Friday,2024-03-01
2024-03-01 16:40:00,270,70.97091128,22.74159802,Yellow,Rain,0,High,16,Friday,2024-03-01
2024-03-01 16:45:00,211,66.15027592,87.83975968,Green,Rain,0,High,16,Friday,2024-03-01
2024-03-01 16:50:00,107,13.89733326,75.36792109,Green,Fog,0,High,16,Friday,2024-03-01
2024-03-01 16:55:00,200,54.69261098,12.3807773,Green,Rain,0,Medium,16,Friday,2024-03-01
2024-03-01 17:00:00,181,28.88040309,95.7790593,Red,Clear,0,High,17,Friday,2024-03-01
2024-03-01 17:05:00,218,10.50169513,58.84161041,Green,Fog,0,High,17,Friday,2024-03-01
2024-03-01 17:10:00,200,14.59693116,89.19579096,Yellow,Rain,0,High,17,Friday,2024-03-01
2024-03-01 17:15:00,141,16.07445973,36.18461682,Green,Fog,0,High,17,Friday,2024-03-01
2024-03-01 17:20:00,280,30.10214206,54.79801299,Red,Fog,1,High,17,Friday,2024-03-01
2024-03-01 17:25:00,139,35.71376244,37.18963227,Yellow,Fog,0,Medium,17,Friday,2024-03-01
2024-03-01 17:30:00,148,66.57881132,60.63315081,Green,Rain,0,Medium,17,Friday,2024-03-01
2024-03-01 17:35:00,59,56.77686835,71.98587522,Red,Rain,0,Medium,17,Friday,2024-03-01
2024-03-01 17:40:00,198,71.47606611,54.51005432,Yellow,Fog,0,Medium,17,Friday,2024-03-01
2024-03-01 17:45:00,60,39.37396263,35.03126705,Yellow,Rain,0,Medium,17,Friday,2024-03-01
2024-03-01 17:50:00,293,41.92314979,55.96665151,Red,Clear,0,High,17,Friday,2024-03-01
2024-03-01 17:55:00,237,62.13465435,33.12226928,Red,Rain,0,High,17,Friday,2024-03-01
2024-03-01 18:00:00,273,10.24346341,19.59582211,Red,Rain,0,High,18,Friday,2024-03-01
2024-03-01 18:05:00,281,67.06028969,11.95862517,Red,Fog,0,High,18,Friday,2024-03-01
2024-03-01 18:10:00,188,63.70831041,33.77928153,Yellow,Fog,0,Medium,18,Friday,2024-03-01
2024-03-01 18:15:00,168,53.18705507,13.81115202,Green,Clear,0,Medium,18,Friday,2024-03-01
2024-03-01 18:20:00,47,45.41416811,18.96161828,Green,Fog,0,Low,18,Friday,2024-03-01
2024-03-01 18:25:00,92,47.89836752,78.49487684,Green,Clear,0,Medium,18,Friday,2024-03-01
2024-03-01 18:30:00,194,72.79015228,71.73004123,Red,Clear,0,Medium,18,Friday,2024-03-01
2024-03-01 18:35:00,39,77.16271037,34.01466943,Red,Fog,0,Low,18,Friday,2024-03-01
2024-03-01 18:40:00,218,70.26360126,33.09209352,Red,Clear,0,High,18,Friday,2024-03-01
2024-03-01 18:45:00,265,33.91326027,69.92568644,Green,Fog,1,High,18,Friday,2024-03-01
2024-03-01 18:50:00,76,30.07147753,98.30099757,Yellow,Rain,0,High,18,Friday,2024-03-01
2024-03-01 18:55:00,199,68.37326641,67.04670331,Green,Fog,0,Medium,18,Friday,2024-03-01
2024-03-01 19:00:00,244,10.10886453,35.13693924,Green,Fog,0,High,19,Friday,2024-03-01
2024-03-01 19:05:00,88,53.44446564,22.97180663,Yellow,Fog,0,Low,19,Friday,2024-03-01
2024-03-01 19:10:00,64,29.92300475,41.85638637,Yellow,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:15:00,155,78.48787837,16.71366632,Yellow,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:20:00,234,24.50354781,26.46845714,Red,Rain,0,High,19,Friday,2024-03-01
2024-03-01 19:25:00,177,23.04899408,23.66691558,Red,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:30:00,259,74.39700522,55.23424619,Red,Rain,0,High,19,Friday,2024-03-01
2024-03-01 19:35:00,244,23.32228369,97.91373651,Red,Clear,0,High,19,Friday,2024-03-01
2024-03-01 19:40:00,188,52.9654807,11.7500098,Yellow,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:45:00,100,9.437356464,10.80385575,Yellow,Rain,0,High,19,Friday,2024-03-01
2024-03-01 19:50:00,196,71.14153113,33.46633673,Yellow,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:55:00,293,36.37910797,82.96993724,Yellow,Fog,0,High,19,Friday,2024-03-01
2024-03-01 20:00:00,165,44.79445931,20.38473174,Red,Clear,0,Medium,20,Friday,2024-03-01
2024-03-01 20:05:00,226,23.18650328,19.06097828,Red,Rain,0,High,20,Friday,2024-03-01
2024-03-01 20:10:00,280,51.71736225,69.02413496,Green,Rain,0,High,20,Friday,2024-03-01
2024-03-01 20:15:00,144,67.93592604,86.28008012,Yellow,Rain,0,High,20,Friday,2024-03-01
2024-03-01 20:20:00,11,55.17082391,83.70923594,Green,Rain,0,High,20,Friday,2024-03-01
2024-03-01 20:25:00,146,62.40259362,70.25606524,Red,Rain,0,Medium,20,Friday,2024-03-01
2024-03-01 20:30:00,104,77.52843535,86.18538122,Yellow,Fog,0,High,20,Friday,2024-03-01
2024-03-01 20:35:00,26,14.51073395,40.79428752,Red,Fog,0,High,20,Friday,2024-03-01
2024-03-01 20:40:00,175,11.13929811,95.57984453,Green,Rain,0,High,20,Friday,2024-03-01
2024-03-01 20:45:00,223,71.08791238,55.1126717,Green,Fog,0,High,20,Friday,2024-03-01
2024-03-01 20:50:00,102,68.09987103,63.63583673,Green,Fog,0,Medium,20,Friday,2024-03-01
2024-03-01 20:55:00,211,51.66504037,73.08193717,Green,Rain,0,High,20,Friday,2024-03-01
2024-03-01 21:00:00,34,39.00913427,61.11430995,Green,Clear,0,Medium,21,Friday,2024-03-01
2024-03-01 21:05:00,35,59.18372105,63.067332,Green,Clear,0,Medium,21,Friday,2024-03-01
2024-03-01 21:10:00,31,56.59163336,78.40839725,Red,Fog,0,Medium,21,Friday,2024-03-01
2024-03-01 21:15:00,58,34.3634239,16.70708763,Red,Clear,1,High,21,Friday,2024-03-01
2024-03-01 21:20:00,153,18.42225239,45.45820187,Red,Rain,0,High,21,Friday,2024-03-01
2024-03-01 21:25:00,73,26.70083743,17.56609564,Green,Fog,0,Medium,21,Friday,2024-03-01
2024-03-01 21:30:00,163,17.51184007,99.5485527,Red,Fog,1,High,21,Friday,2024-03-01
2024-03-01 21:35:00,129,46.00501062,24.36396489,Green,Rain,0,Medium,21,Friday,2024-03-01
2024-03-01 21:40:00,138,54.84243109,42.68082913,Red,Rain,0,Medium,21,Friday,2024-03-01
2024-03-01 21:45:00,256,16.34875986,54.43599727,Green,Rain,0,High,21,Friday,2024-03-01
2024-03-01 21:50:00,202,19.66175163,13.26423123,Red,Fog,0,High,21,Friday,2024-03-01
2024-03-01 21:55:00,122,47.12938351,78.97611797,Yellow,Fog,0,Medium,21,Friday,2024-03-01
